Spot_index,x,y
281,662.1927996747788,2181.4953844569145
282,686.4385584435078,2149.748978005321
283,710.6843172122364,2118.002571553729
284,734.9300759809653,2086.256165102137
285,759.175834749694,2054.5097586505444
286,783.4215935184226,2022.763352198952
287,807.6673522871514,1991.01694574736
288,831.9131110558802,1959.2705392957675
289,856.1588698246089,1927.5241328441743
290,880.4046285933377,1895.7777263925827
291,904.6503873620665,1864.03131994099
292,928.8961461307952,1832.2849134893972
293,953.141904899524,1800.5385070378054
294,977.3876636682528,1768.7921005862129
295,1001.6334224369814,1737.04569413462
296,1025.8791812057102,1705.299287683028
297,1050.124939974439,1673.5528812314355
298,1074.3706987431676,1641.806474779843
299,1098.616457511897,1610.060068328251
300,1122.862216280625,1578.3136618766584
301,1147.107975049354,1546.567255425066
302,1171.353733818083,1514.8208489734732
303,1195.5994925868115,1483.0744425218809
304,1219.8452513555403,1451.3280360702884
305,1244.0910101242696,1419.581629618696
306,1268.3367688929982,1387.8352231671038
307,1292.582527661727,1356.0888167155113
308,1316.8282864304558,1324.3424102639187
309,1341.0740451991846,1292.5960038123264
310,1365.319803967913,1260.849597360734
311,1389.5655627366418,1229.1031909091414
312,1413.8113215053706,1197.356784457549
313,1438.0570802740997,1165.6103780059568
314,1462.302839042828,1133.8639715543643
315,1486.5485978115569,1102.1175651027722
316,1510.7943565802857,1070.3711586511797
317,1535.0401153490145,1038.624752199587
318,1559.285874117743,1006.8783457479944
319,1583.5316328864722,975.1319392964024
320,1607.7773916552007,943.3855328448096
321,1632.0231504239296,911.6391263932172
322,1656.2689091926582,879.892719941625
323,1680.514667961387,848.1463134900325
324,1704.7604267301156,816.39990703844
325,331.9409874852042,2682.0131575370056
326,356.1867462539325,2650.2667510854126
327,380.4325050226613,2618.5203446338205
328,404.67826379139046,2586.773938182228
329,428.9240225601192,2555.0275317306355
330,453.1697813288479,2523.281125279044
331,477.4155400975767,2491.534718827452
332,501.6612988663055,2459.788312375859
333,525.9070576350342,2428.0419059242663
334,550.152816403763,2396.295499472674
335,574.3985751724917,2364.5490930210813
336,598.6443339412205,2332.802686569489
337,622.8900927099492,2301.0562801178967
338,647.1358514786781,2269.309873666304
339,671.3816102474067,2237.563467214712
340,695.6273690161356,2205.8170607631187
341,719.8731277848643,2174.070654311526
342,744.1188865535929,2142.3242478599336
343,768.3646453223217,2110.5778414083416
344,792.6104040910506,2078.831434956749
345,816.8561628597793,2047.0850285051563
346,841.1019216285081,2015.338622053565
347,865.3476803972367,1983.592215601972
348,889.5934391659655,1951.8458091503796
349,913.8391979346942,1920.0994026987876
350,938.0849567034232,1888.3529962471948
351,962.3307154721516,1856.6065897956023
352,986.5764742408804,1824.8601833440105
353,1010.8222330096092,1793.1137768924175
354,1035.067991778338,1761.367370440825
355,1059.3137505470668,1729.620963989233
356,1083.5595093157956,1697.8745575376404
357,1107.8052680845242,1666.128151086048
358,1132.0510268532532,1634.3817446344558
359,1156.296785621982,1602.6353381828633
360,1180.5425443907106,1570.8889317312703
361,1204.7883031594392,1539.142525279678
362,1229.034061928168,1507.396118828086
363,1253.2798206968966,1475.6497123764934
364,1277.5255794656257,1443.9033059249005
365,1301.7713382343543,1412.1568994733086
366,1326.017097003083,1380.410493021716
367,1350.262855771812,1348.6640865701236
368,1374.5086145405403,1316.9176801185313
369,1398.754373309269,1285.1712736669388
370,1423.0001320779982,1253.4248672153462
371,1447.245890846727,1221.678460763754
372,1471.4916496154558,1189.9320543121614
373,1495.7374083841842,1158.1856478605691
374,1519.983167152913,1126.439241408977
375,1544.2289259216425,1094.6928349573843
376,1568.4746846903709,1062.9464285057918
377,1592.7204434590997,1031.2000220541993
378,1616.9662022278287,999.453615602607
379,1641.2119609965575,967.7072091510144
380,1665.457719765286,935.960802699422
381,1689.7034785340147,904.2143962478298
382,1713.9492373027438,872.4679897962374
383,1738.1949960714724,840.7215833446447
384,1762.4407548402012,808.9751768930527
385,1786.6865136089298,777.22877044146
386,1810.9322723776584,745.4823639898676
387,1835.1780311463872,713.7359575382753
388,1859.423789915116,681.9895510866822
389,1883.6695486838448,650.2431446350902
390,1907.9153074525736,618.4967381834981
391,268.39252175164563,2833.32045964958
392,292.63828052037434,2801.5740531979877
393,316.8840392891031,2769.827646746395
394,341.12979805783164,2738.081240294803
